where	result	detail
校验报告.md:2920 端口速率/取货/ORE033/ORE033:out:1	通过	端口速率独立复算
校验报告.md:2921 端口速率/取货/ORE034/ORE034:out:1	通过	端口速率独立复算
校验报告.md:2922 端口速率/取货/ORE035/ORE035:out:1	通过	端口速率独立复算
校验报告.md:2923 端口速率/取货/ORE036/ORE036:out:1	通过	端口速率独立复算
校验报告.md:2924 端口速率/取货/ORE037/ORE037:out:1	通过	端口速率独立复算
校验报告.md:2925 端口速率/取货/ORE038/ORE038:out:1	通过	端口速率独立复算
校验报告.md:2926 端口速率/取货/ORE039/ORE039:out:1	通过	端口速率独立复算
校验报告.md:2927 端口速率/取货/ORE040/ORE040:out:1	通过	端口速率独立复算
校验报告.md:2928 端口速率/取货/ORE041/ORE041:out:1	通过	端口速率独立复算
校验报告.md:2929 端口速率/取货/ORE042/ORE042:out:1	通过	端口速率独立复算
校验报告.md:2930 端口速率/取货/ORE043/ORE043:out:1	通过	端口速率独立复算
校验报告.md:2931 端口速率/取货/ORE044/ORE044:out:1	通过	端口速率独立复算
校验报告.md:2932 端口速率/取货/ORE045/ORE045:out:1	通过	端口速率独立复算
校验报告.md:2933 端口速率/取货/ORE046/ORE046:out:1	通过	端口速率独立复算
校验报告.md:2934 端口速率/取货/ORE047/ORE047:out:1	通过	端口速率独立复算
校验报告.md:2935 端口速率/取货/ORE048/ORE048:out:1	通过	端口速率独立复算
校验报告.md:2936 端口速率/取货/ORE049/ORE049:out:1	通过	端口速率独立复算
校验报告.md:2937 端口速率/取货/ORE050/ORE050:out:1	通过	端口速率独立复算
校验报告.md:2938 端口速率/取货/ORE051/ORE051:out:1	通过	端口速率独立复算
校验报告.md:2939 端口数/M000	通过	逐机端口计数
校验报告.md:2940 占地/M000	通过	正式尺寸乘积
校验报告.md:2941 契约/配方集/M000	通过	结构、证据边界文字核对
校验报告.md:2942 配方/M000／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:2943 逐机配方守恒/M000/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:2944 逐机配方守恒/M000/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:2945 制造能力/M000	通过	逐机时间占用
校验报告.md:2946 契约/多料栏/M000	通过	结构、证据边界文字核对
校验报告.md:2947 端口数/M001	通过	逐机端口计数
校验报告.md:2948 占地/M001	通过	正式尺寸乘积
校验报告.md:2949 契约/配方集/M001	通过	结构、证据边界文字核对
校验报告.md:2950 配方/M001／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:2951 逐机配方守恒/M001/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:2952 逐机配方守恒/M001/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:2953 制造能力/M001	通过	逐机时间占用
校验报告.md:2954 契约/多料栏/M001	通过	结构、证据边界文字核对
校验报告.md:2955 端口数/M002	通过	逐机端口计数
校验报告.md:2956 占地/M002	通过	正式尺寸乘积
校验报告.md:2957 契约/配方集/M002	通过	结构、证据边界文字核对
校验报告.md:2958 配方/M002／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:2959 逐机配方守恒/M002/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:2960 逐机配方守恒/M002/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:2961 制造能力/M002	通过	逐机时间占用
校验报告.md:2962 契约/多料栏/M002	通过	结构、证据边界文字核对
校验报告.md:2963 端口数/M003	通过	逐机端口计数
校验报告.md:2964 占地/M003	通过	正式尺寸乘积
校验报告.md:2965 契约/配方集/M003	通过	结构、证据边界文字核对
校验报告.md:2966 配方/M003／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:2967 逐机配方守恒/M003/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:2968 逐机配方守恒/M003/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:2969 制造能力/M003	通过	逐机时间占用
校验报告.md:2970 契约/多料栏/M003	通过	结构、证据边界文字核对
校验报告.md:2971 端口数/M004	通过	逐机端口计数
校验报告.md:2972 占地/M004	通过	正式尺寸乘积
校验报告.md:2973 契约/配方集/M004	通过	结构、证据边界文字核对
校验报告.md:2974 配方/M004／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:2975 逐机配方守恒/M004/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:2976 逐机配方守恒/M004/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:2977 制造能力/M004	通过	逐机时间占用
校验报告.md:2978 契约/多料栏/M004	通过	结构、证据边界文字核对
校验报告.md:2979 端口数/M005	通过	逐机端口计数
校验报告.md:2980 占地/M005	通过	正式尺寸乘积
校验报告.md:2981 契约/配方集/M005	通过	结构、证据边界文字核对
校验报告.md:2982 配方/M005／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:2983 逐机配方守恒/M005/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:2984 逐机配方守恒/M005/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:2985 制造能力/M005	通过	逐机时间占用
校验报告.md:2986 契约/多料栏/M005	通过	结构、证据边界文字核对
校验报告.md:2987 端口数/M006	通过	逐机端口计数
校验报告.md:2988 占地/M006	通过	正式尺寸乘积
校验报告.md:2989 契约/配方集/M006	通过	结构、证据边界文字核对
校验报告.md:2990 配方/M006／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:2991 逐机配方守恒/M006/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:2992 逐机配方守恒/M006/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:2993 制造能力/M006	通过	逐机时间占用
校验报告.md:2994 契约/多料栏/M006	通过	结构、证据边界文字核对
校验报告.md:2995 端口数/M007	通过	逐机端口计数
校验报告.md:2996 占地/M007	通过	正式尺寸乘积
校验报告.md:2997 契约/配方集/M007	通过	结构、证据边界文字核对
校验报告.md:2998 配方/M007／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:2999 逐机配方守恒/M007/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:3000 逐机配方守恒/M007/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:3001 制造能力/M007	通过	逐机时间占用
校验报告.md:3002 契约/多料栏/M007	通过	结构、证据边界文字核对
校验报告.md:3003 端口数/M008	通过	逐机端口计数
校验报告.md:3004 占地/M008	通过	正式尺寸乘积
校验报告.md:3005 契约/配方集/M008	通过	结构、证据边界文字核对
校验报告.md:3006 配方/M008／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:3007 逐机配方守恒/M008/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:3008 逐机配方守恒/M008/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:3009 制造能力/M008	通过	逐机时间占用
校验报告.md:3010 契约/多料栏/M008	通过	结构、证据边界文字核对
校验报告.md:3011 端口数/M009	通过	逐机端口计数
校验报告.md:3012 占地/M009	通过	正式尺寸乘积
校验报告.md:3013 契约/配方集/M009	通过	结构、证据边界文字核对
校验报告.md:3014 配方/M009／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:3015 逐机配方守恒/M009/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:3016 逐机配方守恒/M009/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:3017 制造能力/M009	通过	逐机时间占用
校验报告.md:3018 契约/多料栏/M009	通过	结构、证据边界文字核对
校验报告.md:3019 端口数/M010	通过	逐机端口计数
校验报告.md:3020 占地/M010	通过	正式尺寸乘积
校验报告.md:3021 契约/配方集/M010	通过	结构、证据边界文字核对
校验报告.md:3022 配方/M010／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:3023 逐机配方守恒/M010/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:3024 逐机配方守恒/M010/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:3025 制造能力/M010	通过	逐机时间占用
校验报告.md:3026 契约/多料栏/M010	通过	结构、证据边界文字核对
校验报告.md:3027 端口数/M011	通过	逐机端口计数
校验报告.md:3028 占地/M011	通过	正式尺寸乘积
校验报告.md:3029 契约/配方集/M011	通过	结构、证据边界文字核对
校验报告.md:3030 配方/M011／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:3031 逐机配方守恒/M011/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:3032 逐机配方守恒/M011/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:3033 制造能力/M011	通过	逐机时间占用
校验报告.md:3034 契约/多料栏/M011	通过	结构、证据边界文字核对
校验报告.md:3035 端口数/M012	通过	逐机端口计数
校验报告.md:3036 占地/M012	通过	正式尺寸乘积
校验报告.md:3037 契约/配方集/M012	通过	结构、证据边界文字核对
校验报告.md:3038 配方/M012／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:3039 逐机配方守恒/M012/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:3040 逐机配方守恒/M012/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:3041 制造能力/M012	通过	逐机时间占用
校验报告.md:3042 契约/多料栏/M012	通过	结构、证据边界文字核对
校验报告.md:3043 端口数/M013	通过	逐机端口计数
校验报告.md:3044 占地/M013	通过	正式尺寸乘积
校验报告.md:3045 契约/配方集/M013	通过	结构、证据边界文字核对
校验报告.md:3046 配方/M013／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:3047 逐机配方守恒/M013/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:3048 逐机配方守恒/M013/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:3049 制造能力/M013	通过	逐机时间占用
校验报告.md:3050 契约/多料栏/M013	通过	结构、证据边界文字核对
校验报告.md:3051 端口数/M014	通过	逐机端口计数
校验报告.md:3052 占地/M014	通过	正式尺寸乘积
校验报告.md:3053 契约/配方集/M014	通过	结构、证据边界文字核对
校验报告.md:3054 配方/M014／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:3055 逐机配方守恒/M014/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:3056 逐机配方守恒/M014/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:3057 制造能力/M014	通过	逐机时间占用
校验报告.md:3058 契约/多料栏/M014	通过	结构、证据边界文字核对
校验报告.md:3059 端口数/M015	通过	逐机端口计数
校验报告.md:3060 占地/M015	通过	正式尺寸乘积
校验报告.md:3061 契约/配方集/M015	通过	结构、证据边界文字核对
校验报告.md:3062 配方/M015／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:3063 逐机配方守恒/M015/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:3064 逐机配方守恒/M015/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:3065 制造能力/M015	通过	逐机时间占用
校验报告.md:3066 契约/多料栏/M015	通过	结构、证据边界文字核对
校验报告.md:3067 端口数/M016	通过	逐机端口计数
校验报告.md:3068 占地/M016	通过	正式尺寸乘积
校验报告.md:3069 契约/配方集/M016	通过	结构、证据边界文字核对
校验报告.md:3070 配方/M016／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:3071 逐机配方守恒/M016/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:3072 逐机配方守恒/M016/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:3073 制造能力/M016	通过	逐机时间占用
校验报告.md:3074 契约/多料栏/M016	通过	结构、证据边界文字核对
校验报告.md:3075 端口数/M017	通过	逐机端口计数
校验报告.md:3076 占地/M017	通过	正式尺寸乘积
校验报告.md:3077 契约/配方集/M017	通过	结构、证据边界文字核对
校验报告.md:3078 配方/M017／粉碎-源矿	通过	结构、证据边界文字核对
校验报告.md:3079 逐机配方守恒/M017/粉碎-源矿/输入/源矿	通过	逐机逐物品精确守恒
校验报告.md:3080 逐机配方守恒/M017/粉碎-源矿/输出/源石粉末	通过	逐机逐物品精确守恒
校验报告.md:3081 制造能力/M017	通过	逐机时间占用
校验报告.md:3082 契约/多料栏/M017	通过	结构、证据边界文字核对
校验报告.md:3083 端口数/M018	通过	逐机端口计数
校验报告.md:3084 占地/M018	通过	正式尺寸乘积
校验报告.md:3085 契约/配方集/M018	通过	结构、证据边界文字核对
校验报告.md:3086 配方/M018／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3087 逐机配方守恒/M018/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3088 逐机配方守恒/M018/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3089 制造能力/M018	通过	逐机时间占用
校验报告.md:3090 契约/多料栏/M018	通过	结构、证据边界文字核对
校验报告.md:3091 端口数/M019	通过	逐机端口计数
校验报告.md:3092 占地/M019	通过	正式尺寸乘积
校验报告.md:3093 契约/配方集/M019	通过	结构、证据边界文字核对
校验报告.md:3094 配方/M019／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3095 逐机配方守恒/M019/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3096 逐机配方守恒/M019/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3097 制造能力/M019	通过	逐机时间占用
校验报告.md:3098 契约/多料栏/M019	通过	结构、证据边界文字核对
校验报告.md:3099 端口数/M020	通过	逐机端口计数
校验报告.md:3100 占地/M020	通过	正式尺寸乘积
校验报告.md:3101 契约/配方集/M020	通过	结构、证据边界文字核对
校验报告.md:3102 配方/M020／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3103 逐机配方守恒/M020/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3104 逐机配方守恒/M020/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3105 制造能力/M020	通过	逐机时间占用
校验报告.md:3106 契约/多料栏/M020	通过	结构、证据边界文字核对
校验报告.md:3107 端口数/M021	通过	逐机端口计数
校验报告.md:3108 占地/M021	通过	正式尺寸乘积
校验报告.md:3109 契约/配方集/M021	通过	结构、证据边界文字核对
校验报告.md:3110 配方/M021／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3111 逐机配方守恒/M021/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3112 逐机配方守恒/M021/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3113 制造能力/M021	通过	逐机时间占用
校验报告.md:3114 契约/多料栏/M021	通过	结构、证据边界文字核对
校验报告.md:3115 端口数/M022	通过	逐机端口计数
校验报告.md:3116 占地/M022	通过	正式尺寸乘积
校验报告.md:3117 契约/配方集/M022	通过	结构、证据边界文字核对
校验报告.md:3118 配方/M022／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3119 逐机配方守恒/M022/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3120 逐机配方守恒/M022/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3121 制造能力/M022	通过	逐机时间占用
校验报告.md:3122 契约/多料栏/M022	通过	结构、证据边界文字核对
校验报告.md:3123 端口数/M023	通过	逐机端口计数
校验报告.md:3124 占地/M023	通过	正式尺寸乘积
校验报告.md:3125 契约/配方集/M023	通过	结构、证据边界文字核对
校验报告.md:3126 配方/M023／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3127 逐机配方守恒/M023/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3128 逐机配方守恒/M023/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3129 制造能力/M023	通过	逐机时间占用
校验报告.md:3130 契约/多料栏/M023	通过	结构、证据边界文字核对
校验报告.md:3131 端口数/M024	通过	逐机端口计数
校验报告.md:3132 占地/M024	通过	正式尺寸乘积
校验报告.md:3133 契约/配方集/M024	通过	结构、证据边界文字核对
校验报告.md:3134 配方/M024／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3135 逐机配方守恒/M024/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3136 逐机配方守恒/M024/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3137 制造能力/M024	通过	逐机时间占用
校验报告.md:3138 契约/多料栏/M024	通过	结构、证据边界文字核对
校验报告.md:3139 端口数/M025	通过	逐机端口计数
校验报告.md:3140 占地/M025	通过	正式尺寸乘积
校验报告.md:3141 契约/配方集/M025	通过	结构、证据边界文字核对
校验报告.md:3142 配方/M025／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3143 逐机配方守恒/M025/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3144 逐机配方守恒/M025/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3145 制造能力/M025	通过	逐机时间占用
校验报告.md:3146 契约/多料栏/M025	通过	结构、证据边界文字核对
校验报告.md:3147 端口数/M026	通过	逐机端口计数
校验报告.md:3148 占地/M026	通过	正式尺寸乘积
校验报告.md:3149 契约/配方集/M026	通过	结构、证据边界文字核对
校验报告.md:3150 配方/M026／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3151 逐机配方守恒/M026/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3152 逐机配方守恒/M026/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3153 制造能力/M026	通过	逐机时间占用
校验报告.md:3154 契约/多料栏/M026	通过	结构、证据边界文字核对
校验报告.md:3155 端口数/M027	通过	逐机端口计数
校验报告.md:3156 占地/M027	通过	正式尺寸乘积
校验报告.md:3157 契约/配方集/M027	通过	结构、证据边界文字核对
校验报告.md:3158 配方/M027／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3159 逐机配方守恒/M027/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3160 逐机配方守恒/M027/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3161 制造能力/M027	通过	逐机时间占用
校验报告.md:3162 契约/多料栏/M027	通过	结构、证据边界文字核对
校验报告.md:3163 端口数/M028	通过	逐机端口计数
校验报告.md:3164 占地/M028	通过	正式尺寸乘积
校验报告.md:3165 契约/配方集/M028	通过	结构、证据边界文字核对
校验报告.md:3166 配方/M028／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3167 逐机配方守恒/M028/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3168 逐机配方守恒/M028/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3169 制造能力/M028	通过	逐机时间占用
校验报告.md:3170 契约/多料栏/M028	通过	结构、证据边界文字核对
校验报告.md:3171 端口数/M029	通过	逐机端口计数
校验报告.md:3172 占地/M029	通过	正式尺寸乘积
校验报告.md:3173 契约/配方集/M029	通过	结构、证据边界文字核对
校验报告.md:3174 配方/M029／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3175 逐机配方守恒/M029/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3176 逐机配方守恒/M029/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3177 制造能力/M029	通过	逐机时间占用
校验报告.md:3178 契约/多料栏/M029	通过	结构、证据边界文字核对
校验报告.md:3179 端口数/M030	通过	逐机端口计数
校验报告.md:3180 占地/M030	通过	正式尺寸乘积
校验报告.md:3181 契约/配方集/M030	通过	结构、证据边界文字核对
校验报告.md:3182 配方/M030／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3183 逐机配方守恒/M030/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3184 逐机配方守恒/M030/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3185 制造能力/M030	通过	逐机时间占用
校验报告.md:3186 契约/多料栏/M030	通过	结构、证据边界文字核对
校验报告.md:3187 端口数/M031	通过	逐机端口计数
校验报告.md:3188 占地/M031	通过	正式尺寸乘积
校验报告.md:3189 契约/配方集/M031	通过	结构、证据边界文字核对
校验报告.md:3190 配方/M031／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3191 逐机配方守恒/M031/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3192 逐机配方守恒/M031/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3193 制造能力/M031	通过	逐机时间占用
校验报告.md:3194 契约/多料栏/M031	通过	结构、证据边界文字核对
校验报告.md:3195 端口数/M032	通过	逐机端口计数
校验报告.md:3196 占地/M032	通过	正式尺寸乘积
校验报告.md:3197 契约/配方集/M032	通过	结构、证据边界文字核对
校验报告.md:3198 配方/M032／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3199 逐机配方守恒/M032/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3200 逐机配方守恒/M032/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3201 制造能力/M032	通过	逐机时间占用
校验报告.md:3202 契约/多料栏/M032	通过	结构、证据边界文字核对
校验报告.md:3203 端口数/M033	通过	逐机端口计数
校验报告.md:3204 占地/M033	通过	正式尺寸乘积
校验报告.md:3205 契约/配方集/M033	通过	结构、证据边界文字核对
校验报告.md:3206 配方/M033／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3207 逐机配方守恒/M033/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3208 逐机配方守恒/M033/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3209 制造能力/M033	通过	逐机时间占用
校验报告.md:3210 契约/多料栏/M033	通过	结构、证据边界文字核对
校验报告.md:3211 端口数/M034	通过	逐机端口计数
校验报告.md:3212 占地/M034	通过	正式尺寸乘积
校验报告.md:3213 契约/配方集/M034	通过	结构、证据边界文字核对
校验报告.md:3214 配方/M034／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3215 逐机配方守恒/M034/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3216 逐机配方守恒/M034/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3217 制造能力/M034	通过	逐机时间占用
校验报告.md:3218 契约/多料栏/M034	通过	结构、证据边界文字核对
校验报告.md:3219 端口数/M035	通过	逐机端口计数
校验报告.md:3220 占地/M035	通过	正式尺寸乘积
校验报告.md:3221 契约/配方集/M035	通过	结构、证据边界文字核对
校验报告.md:3222 配方/M035／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3223 逐机配方守恒/M035/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3224 逐机配方守恒/M035/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3225 制造能力/M035	通过	逐机时间占用
校验报告.md:3226 契约/多料栏/M035	通过	结构、证据边界文字核对
校验报告.md:3227 端口数/M036	通过	逐机端口计数
校验报告.md:3228 占地/M036	通过	正式尺寸乘积
校验报告.md:3229 契约/配方集/M036	通过	结构、证据边界文字核对
校验报告.md:3230 配方/M036／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3231 逐机配方守恒/M036/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3232 逐机配方守恒/M036/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3233 制造能力/M036	通过	逐机时间占用
校验报告.md:3234 契约/多料栏/M036	通过	结构、证据边界文字核对
校验报告.md:3235 端口数/M037	通过	逐机端口计数
校验报告.md:3236 占地/M037	通过	正式尺寸乘积
校验报告.md:3237 契约/配方集/M037	通过	结构、证据边界文字核对
校验报告.md:3238 配方/M037／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3239 逐机配方守恒/M037/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3240 逐机配方守恒/M037/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3241 制造能力/M037	通过	逐机时间占用
校验报告.md:3242 契约/多料栏/M037	通过	结构、证据边界文字核对
校验报告.md:3243 端口数/M038	通过	逐机端口计数
校验报告.md:3244 占地/M038	通过	正式尺寸乘积
校验报告.md:3245 契约/配方集/M038	通过	结构、证据边界文字核对
校验报告.md:3246 配方/M038／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3247 逐机配方守恒/M038/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3248 逐机配方守恒/M038/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3249 制造能力/M038	通过	逐机时间占用
校验报告.md:3250 契约/多料栏/M038	通过	结构、证据边界文字核对
校验报告.md:3251 端口数/M039	通过	逐机端口计数
校验报告.md:3252 占地/M039	通过	正式尺寸乘积
校验报告.md:3253 契约/配方集/M039	通过	结构、证据边界文字核对
校验报告.md:3254 配方/M039／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3255 逐机配方守恒/M039/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3256 逐机配方守恒/M039/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3257 制造能力/M039	通过	逐机时间占用
校验报告.md:3258 契约/多料栏/M039	通过	结构、证据边界文字核对
校验报告.md:3259 端口数/M040	通过	逐机端口计数
校验报告.md:3260 占地/M040	通过	正式尺寸乘积
校验报告.md:3261 契约/配方集/M040	通过	结构、证据边界文字核对
校验报告.md:3262 配方/M040／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3263 逐机配方守恒/M040/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3264 逐机配方守恒/M040/粉碎-蓝铁块/输出/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3265 制造能力/M040	通过	逐机时间占用
校验报告.md:3266 契约/多料栏/M040	通过	结构、证据边界文字核对
校验报告.md:3267 端口数/M041	通过	逐机端口计数
校验报告.md:3268 占地/M041	通过	正式尺寸乘积
校验报告.md:3269 契约/配方集/M041	通过	结构、证据边界文字核对
校验报告.md:3270 配方/M041／粉碎-蓝铁块	通过	结构、证据边界文字核对
校验报告.md:3271 逐机配方守恒/M041/粉碎-蓝铁块/输入/蓝铁块	通过	逐机逐物品精确守恒
